0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
-0.10425459,-0.009852972,-0.53917223,-0.7467982,-0.41924107,0.22274558,-0.029457077,0.464868,6.0305977,-0.5137298,-1.9493903,0.9092292,-0.8449962,0.09560642,10.204895,4.218534,-3.0618775
-0.117034696,-0.072666466,-0.21611752,-0.6775769,-0.4187944,0.45189548,0.031630993,-0.051159415,6.13265,-0.22292782,-1.2714922,8.866877,3.435079,0.07019235,0.85258883,-0.787432,-12.522509
-0.08348855,-0.058215983,-0.06300566,-0.034818232,-0.4551007,-0.08991518,-0.09022149,-0.5117629,5.2340446,0.8550601,1.3235748,2.938801,14.104049,6.315019,-15.838741,-4.0271335,-6.191323
-0.054048695,0.09076998,0.062469065,-0.04202564,-0.31118017,-0.9682018,-0.024515688,-0.49656454,5.172894,0.44638467,3.5280826,1.1923951,-5.8135495,0.15902254,-14.518076,2.754696,1.5714567
-0.018163059,0.12049243,-0.002951592,-0.258673,-0.40143985,-0.5266532,-0.007063836,-0.15116787,6.1947637,0.6398694,-0.6246867,-3.3924308,-3.1452653,-2.388985,19.01014,1.3324285,8.905721
-0.010453794,0.09764406,-0.36912367,-0.39903957,-0.41613513,-0.034351315,0.33436614,0.084915176,5.0931134,0.24158992,-1.6187053,-7.881596,-2.8295186,0.17631432,5.518714,4.069956,-0.56207657
-0.02750669,0.03161698,-0.54781234,-0.65010476,-0.42009896,0.55204505,-0.0705923,0.0335214,5.755375,-0.4444834,-0.9942254,0.511894,-6.210201,-0.031247035,12.279543,-10.264105,-1.047537
-0.029664282,-0.06051694,-0.33443087,-0.40254605,-0.4176928,0.6880226,-0.3202084,-0.062226497,6.1103916,0.1712403,-2.477893,7.2385664,9.515091,0.07261007,-3.5337934,-2.046695,-2.2397056
-0.005887643,-0.15841007,0.12402706,0.003540486,-0.03628522,-0.15319744,-0.16693848,-0.26960433,5.5537815,0.53491056,-0.037183348,6.486749,6.578889,2.828515,-21.51193,3.4592643,-4.7404275
-0.009207957,-0.06740395,0.1213346,0.05972877,-0.24351367,-0.8004224,-0.2795117,-0.5014958,5.819553,-0.09681238,2.1865206,-3.670209,-1.7709701,-6.6172647,-5.6553144,-5.625991,-4.0568194
